assay,seq_len,rho_fp32_expt,delta_int8_dyn,fid_int8_dyn,delta_int8_dyn_asym,fid_int8_dyn_asym,delta_int8_dyn_sq,fid_int8_dyn_sq
RPC1_LAMBD_Li_2019_high-expression,237,0.5195948495948496,-0.002016519584273957,0.988468935197594,0.0005190728402801881,0.9977194284420816,-0.003973773628860755,0.9975918479158945
RPC1_LAMBD_Li_2019_low-expression,237,0.5791591741591742,-0.015408993521946357,0.988468935197594,-0.0007310792478200101,0.9977194284420816,-0.007712426426040864,0.9975918479158945
RS15_GEOSE_Tsuboyama_2023_1A32,63,0.37186985852141724,0.00026771573915918,0.9931438877917445,-0.004348941152415131,0.9986124882850966,0.004279844067937966,0.9975792411427409
S22A1_HUMAN_Yee_2023_abundance,553,0.5988878970591176,0.004166635353650472,0.9878910004654653,-0.00034773933323128947,0.9977051402582426,0.0015963061322814553,0.9957059076293007
S22A1_HUMAN_Yee_2023_activity,553,0.5471009845371096,0.0026654105027877906,0.9879485594470169,0.0014010403655370096,0.9977064370466041,0.002798563573579438,0.995696861531418
SAV1_MOUSE_Tsuboyama_2023_2YSB,43,0.5202528432243547,-0.007847039062668482,0.991955064868553,-0.0048781593840376836,0.9984233982507974,-0.00043879051770068234,0.9989686876659889
SBI_STAAM_Tsuboyama_2023_2JVG,56,0.6583209532342033,0.0005553305555202614,0.987699791334622,0.0002753814093852114,0.9981856542774042,-0.004470446036197617,0.9981253667962602
SC6A4_HUMAN_Young_2021,630,0.547654427594971,0.0014422576976869106,0.9945963949562172,-0.0003372252579396662,0.9989698901274496,-0.0012453684368464168,0.9979071078786634
SCIN_STAAR_Tsuboyama_2023_2QFF,70,0.4058042193105741,-0.0284099048726415,0.983905465504401,0.004759663199143449,0.9960739435911641,-0.0001658262349562567,0.998866600490983
SDA_BACSU_Tsuboyama_2023_1PV0,44,0.5976229013903185,-0.01420157740665029,0.998317640815204,0.00015972448873569078,0.999612573561189,-0.0061652394722016,0.9996604986278522
SERC_HUMAN_Xie_2023,370,0.5773859628922845,-0.0008791910642101941,0.9953878769888841,-0.001206865766529397,0.9988849405884553,-0.0002562632942986198,0.9977509550496453
SHOC2_HUMAN_Kwon_2022,582,0.38802785703791565,0.005933456948504223,0.9848039917860488,-0.001712232289053428,0.9968278257081105,-0.0015182134637863887,0.9892956366504544
SOX30_HUMAN_Tsuboyama_2023_7JJK,57,0.26215989577948073,0.0028259114246327877,0.9929315856295706,-0.00045930838700120047,0.9985457080289493,-0.005793916574693858,0.9970623824473683
SPA_STAAU_Tsuboyama_2023_1LP1,55,-0.010033292444354283,-0.0568971446793542,0.9037018254951273,-0.03946320761917,0.9647471073092754,-0.021423074275052807,0.9915731104750707
SPG1_STRSG_Olson_2014,448,0.2511043568139012,-0.004942880025194357,0.98418856147148,0.0029813578659757534,0.9988865991461774,-0.0004792747283151044,0.9986673706815267
SPG1_STRSG_Wu_2016,448,0.1648727570226171,0.0013162190889802194,0.988291692348948,0.0014015943520317153,0.9995005184345219,-0.0008390294204989879,0.9990493061592698
SPG2_STRSG_Tsuboyama_2023_5UBS,56,0.5043977060856998,0.016538580662345703,0.9909532819504684,0.010614494164163601,0.9991921853171818,0.0069360283272903445,0.9991420680147312
SPTN1_CHICK_Tsuboyama_2023_1TUD,60,0.7264874511712748,-0.0038282578689489144,0.9958711871824373,0.004714427723770398,0.9994421472951165,0.0025964575333061735,0.9988192503247785
SQSTM_MOUSE_Tsuboyama_2023_2RRU,40,0.6400577288932895,-0.020103182190527535,0.9819784468241975,-0.008767860432640884,0.9965599063945043,0.016427862221993883,0.9974630151167572
SR43C_ARATH_Tsuboyama_2023_2N88,48,0.697946919861594,0.007879596799951205,0.9972457615896476,0.005271624053757584,0.9994280879910448,0.002457952418357001,0.9995117590237923
SRBS1_HUMAN_Tsuboyama_2023_2O2W,67,0.6725202789617734,0.010879790503699804,0.9881110196784008,0.01745227688068174,0.9972936217159689,0.006312057828575801,0.9984162273164162
SRC_HUMAN_Ahler_2019,536,0.5149802005698392,-0.002615513459203078,0.9941528788551381,-0.0006332618774058663,0.9981466610433686,-0.00044127845998465087,0.9969940529728986
SRC_HUMAN_Chakraborty_2023_binding-DAS_25uM,536,0.42600584628591354,-0.0020420104832782338,0.9941087611148037,-0.0009459954797890746,0.9981666938329914,4.590710840146617e-05,0.9970125747050703
SRC_HUMAN_Nguyen_2022,536,0.44260940853881575,-0.004102611804012113,0.9941451899809259,-0.001546230175856922,0.9981423259049012,-0.0010628656357654087,0.99698816871554
SUMO1_HUMAN_Weile_2017,101,0.3804187766849535,0.0005966787083387937,0.9847041970113765,-0.002381234964482448,0.9963275558289636,0.009300622358688115,0.9955333812979338
SYUA_HUMAN_Newberry_2020,140,0.20603120307773898,-0.027883433387873913,0.9794587432550289,0.0014966346833401312,0.9968500698731996,0.003963013175906055,0.9981344002251751
TADBP_HUMAN_Bolognesi_2019,414,-0.02769858975253305,0.013079752061932721,0.9767798608530314,0.002457681055883256,0.997270597318463,0.02181918282289879,0.7374301268244017
TAT_HV1BR_Fernandes_2016,86,-0.056597502015367375,-0.027086830907947605,0.8911580418915576,-0.0044175198034906715,0.9955151789774144,0.002773590566792994,0.9934278600100798
TCRG1_MOUSE_Tsuboyama_2023_1E0L,37,0.7068119962848096,0.0035975677031143682,0.9941787992810355,-0.003020564499779166,0.9988281138461722,-0.007912750563808912,0.9990330778009621
THO1_YEAST_Tsuboyama_2023_2WQG,41,0.531923660971563,0.001547319365068689,0.9954922530681117,0.0025692665614599486,0.9992308717415297,-0.004042475860736805,0.9992357411555676
TNKS2_HUMAN_Tsuboyama_2023_5JRT,59,0.5291325976166793,-0.0030784124778356903,0.9946263370625426,0.009193991584545702,0.9989053044487619,-0.00894063692012137,0.9986517723371326
TPK1_HUMAN_Weile_2017,243,0.3277778621643693,-0.006475507267082958,0.9862609443770181,-0.002112480333706146,0.9971234776681557,-0.00366973383472019,0.9954513862844024
TPMT_HUMAN_Matreyek_2018,245,0.4763005951285298,0.0131846645301536,0.9858064447130824,0.0013879830222484624,0.9978343473047022,0.0021825247639973844,0.9960222711920123
TPOR_HUMAN_Bridgford_2020,635,0.4220729266104698,-0.04756398331782974,0.9753308767064961,-0.010428458939799545,0.9955420039003717,0.011106511677091924,0.9910947021161575
TRPC_SACS2_Chan_2017,248,0.6320109554343954,-0.001970550845422081,0.9962338313245427,-0.0013827387988475381,0.9989369031412455,-0.0006515002775806522,0.9978907359006688
TRPC_THEMA_Chan_2017,252,0.4702172179528086,-0.0020015572847388308,0.9960327080350476,-0.0031062036267116566,0.9989864712265454,-0.0016164196465990321,0.9985870856160284
UBC9_HUMAN_Weile_2017,159,0.5181655179102753,0.00036274094775201604,0.9941518066670004,-0.0015304163622573697,0.9985527320940207,-0.0037998754668677748,0.9977039760954054
UBE4B_HUMAN_Tsuboyama_2023_3L1X,69,0.46742701845089085,0.0015304861839390282,0.9916522947982495,0.0002473604188077405,0.9989349567219101,-0.0017445067768439015,0.996765922480476
UBR5_HUMAN_Tsuboyama_2023_1I2T,58,0.5914460070433563,-0.368797037531422,0.3930297127853158,0.010224425818451288,0.988639914194854,0.003366203083526087,0.9951096219980629
VG08_BPP22_Tsuboyama_2023_2GP8,40,0.6112599137585324,0.03956612758957345,0.9752991152777636,-0.0012900898177743425,0.9984947135341238,0.0012402898495729175,0.9990007888085084
VILI_CHICK_Tsuboyama_2023_1YU5,65,0.5886788769702593,0.0023044492230656077,0.9942596147198569,0.014518802992731339,0.9986778678258383,-0.0010593200323850693,0.9992848516160542
VKOR1_HUMAN_Chiasson_2020_abundance,163,0.4844032945674297,0.0015956449742879908,0.9947093378532033,-0.0015801500255742118,0.998915168588122,1.9513345443866736e-05,0.9973476857456796
VKOR1_HUMAN_Chiasson_2020_activity,163,0.44592970675457183,-0.005499694807002908,0.9957089210512693,-0.0022063658356279436,0.9989937474309906,-0.00038144643999032946,0.997626121667047
VRPI_BPT7_Tsuboyama_2023_2WNM,56,0.6116780192343813,0.03154233454805355,0.9928018691357999,0.007158788380810077,0.9988595140349183,-0.005515425699253451,0.9985970279108395
YAIA_ECOLI_Tsuboyama_2023_2KVT,52,0.6838558105872368,-0.0018052058425629403,0.9947280373655061,0.00033515137342510215,0.9990844903215013,0.0025328919359942637,0.9993055253004576
YAP1_HUMAN_Araya_2012,504,0.3821693799287501,-0.001517209210305015,0.9889013208974999,0.0036326944695302954,0.9971181188187115,-0.0028761307231779387,0.9977399288553124
YNZC_BACSU_Tsuboyama_2023_2JVD,39,0.6312144025473103,0.0029209650346350147,0.9958735421227404,0.005011555366116527,0.9992082914439652,-0.0022510080213593575,0.9994076323393356
